filename,width,height,class,xmin,ymin,xmax,ymax
distalBar(76).jpg,320,240,distalBar,196,38,291,207
distalBar(77).jpg,320,240,distalBar,196,37,294,206
distalBar(78).jpg,320,240,distalBar,201,38,294,206
distalBar(79).jpg,320,240,distalBar,199,38,292,206
distalBar(8).jpg,320,240,distalBar,203,35,292,209
distalBar(80).jpg,320,240,distalBar,204,37,292,207
distalBar(81).jpg,320,240,distalBar,198,38,294,205
distalBar(82).jpg,320,240,distalBar,197,36,291,205
distalBar(83).jpg,320,240,distalBar,212,38,292,206
distalBar(84).jpg,320,240,distalBar,203,36,295,206
distalBar(85).jpg,320,240,distalBar,201,38,294,204
distalBar(86).jpg,320,240,distalBar,202,36,292,206
distalBar(87).jpg,320,240,distalBar,198,36,294,205
distalBar(88).jpg,320,240,distalBar,197,35,293,206
distalBar(89).jpg,320,240,distalBar,200,34,291,207
distalBar(9).jpg,320,240,distalBar,203,35,294,208
distalBar(90).jpg,320,240,distalBar,198,35,292,206
distalBar(91).jpg,320,240,distalBar,197,36,292,207
distalBar(92).jpg,320,240,distalBar,209,38,291,206
distalBar(93).jpg,320,240,distalBar,201,37,289,206
distalBar(94).jpg,320,240,distalBar,200,38,291,207
distalBar(95).jpg,320,240,distalBar,200,38,291,208
distalBar(96).jpg,320,240,distalBar,208,36,289,206
distalBar(97).jpg,320,240,distalBar,201,35,289,208
distalBar(98).jpg,320,240,distalBar,203,36,289,208
distalBar(99).jpg,320,240,distalBar,203,36,291,207
distributaryChannelFill(1).jpg,320,240,distributaryChannelFill,115,37,285,208
distributaryChannelFill(10).jpg,320,240,distributaryChannelFill,113,36,285,206
distributaryChannelFill(100).jpg,320,240,distributaryChannelFill,116,36,284,207
distributaryChannelFill(101).jpg,320,240,distributaryChannelFill,118,35,282,207
distributaryChannelFill(102).jpg,320,240,distributaryChannelFill,116,35,283,208
distributaryChannelFill(103).jpg,320,240,distributaryChannelFill,115,38,286,206
distributaryChannelFill(104).jpg,320,240,distributaryChannelFill,117,36,285,206
distributaryChannelFill(105).jpg,320,240,distributaryChannelFill,114,35,285,206
distributaryChannelFill(106).jpg,320,240,distributaryChannelFill,115,36,286,205
distributaryChannelFill(107).jpg,320,240,distributaryChannelFill,114,36,283,207
distributaryChannelFill(108).jpg,320,240,distributaryChannelFill,114,39,283,206
distributaryChannelFill(109).jpg,320,240,distributaryChannelFill,113,37,283,205
distributaryChannelFill(11).jpg,320,240,distributaryChannelFill,113,35,285,204
distributaryChannelFill(110).jpg,320,240,distributaryChannelFill,115,37,284,207
distributaryChannelFill(111).jpg,320,240,distributaryChannelFill,115,39,283,206
distributaryChannelFill(112).jpg,320,240,distributaryChannelFill,115,36,284,208
distributaryChannelFill(113).jpg,320,240,distributaryChannelFill,115,38,285,206
distributaryChannelFill(114).jpg,320,240,distributaryChannelFill,116,37,287,207
distributaryChannelFill(115).jpg,320,240,distributaryChannelFill,114,36,284,206
distributaryChannelFill(116).jpg,320,240,distributaryChannelFill,115,35,283,208
distributaryChannelFill(117).jpg,320,240,distributaryChannelFill,114,35,285,206
distributaryChannelFill(118).jpg,320,240,distributaryChannelFill,113,36,283,206
distributaryChannelFill(119).jpg,320,240,distributaryChannelFill,114,36,286,206
distributaryChannelFill(12).jpg,320,240,distributaryChannelFill,117,35,289,207
distributaryChannelFill(120).jpg,320,240,distributaryChannelFill,116,39,284,206
distributaryChannelFill(121).jpg,320,240,distributaryChannelFill,113,37,285,206
distributaryChannelFill(122).jpg,320,240,distributaryChannelFill,113,34,287,207
distributaryChannelFill(123).jpg,320,240,distributaryChannelFill,117,36,287,205
distributaryChannelFill(124).jpg,320,240,distributaryChannelFill,115,37,287,206
distributaryChannelFill(125).jpg,320,240,distributaryChannelFill,116,37,288,204
distributaryChannelFill(126).jpg,320,240,distributaryChannelFill,113,37,285,206
distributaryChannelFill(127).jpg,320,240,distributaryChannelFill,117,36,288,204
distributaryChannelFill(128).jpg,320,240,distributaryChannelFill,114,36,286,205
distributaryChannelFill(129).jpg,320,240,distributaryChannelFill,113,37,285,206
distributaryChannelFill(13).jpg,320,240,distributaryChannelFill,111,36,285,206
distributaryChannelFill(130).jpg,320,240,distributaryChannelFill,114,37,287,206
distributaryChannelFill(131).jpg,320,240,distributaryChannelFill,114,37,286,208
distributaryChannelFill(132).jpg,320,240,distributaryChannelFill,113,36,287,205
distributaryChannelFill(133).jpg,320,240,distributaryChannelFill,113,37,287,206
distributaryChannelFill(134).jpg,320,240,distributaryChannelFill,113,37,284,206
distributaryChannelFill(135).jpg,320,240,distributaryChannelFill,114,37,288,205
distributaryChannelFill(136).jpg,320,240,distributaryChannelFill,114,38,286,206
distributaryChannelFill(137).jpg,320,240,distributaryChannelFill,114,36,286,205
distributaryChannelFill(138).jpg,320,240,distributaryChannelFill,116,38,289,205
distributaryChannelFill(139).jpg,320,240,distributaryChannelFill,113,37,287,206
distributaryChannelFill(14).jpg,320,240,distributaryChannelFill,115,36,285,204
distributaryChannelFill(140).jpg,320,240,distributaryChannelFill,114,36,288,206
distributaryChannelFill(141).jpg,320,240,distributaryChannelFill,113,35,285,205
distributaryChannelFill(142).jpg,320,240,distributaryChannelFill,114,38,286,205
distributaryChannelFill(143).jpg,320,240,distributaryChannelFill,116,38,288,205
distributaryChannelFill(144).jpg,320,240,distributaryChannelFill,115,36,288,205
distributaryChannelFill(145).jpg,320,240,distributaryChannelFill,114,37,289,205
distributaryChannelFill(146).jpg,320,240,distributaryChannelFill,113,36,285,204
distributaryChannelFill(147).jpg,320,240,distributaryChannelFill,111,38,286,206
distributaryChannelFill(148).jpg,320,240,distributaryChannelFill,115,37,290,206
distributaryChannelFill(149).jpg,320,240,distributaryChannelFill,113,37,285,207
distributaryChannelFill(15).jpg,320,240,distributaryChannelFill,116,37,286,205
distributaryChannelFill(150).jpg,320,240,distributaryChannelFill,114,37,288,206
distributaryChannelFill(151).jpg,320,240,distributaryChannelFill,114,37,287,207
distributaryChannelFill(152).jpg,320,240,distributaryChannelFill,115,35,286,207
distributaryChannelFill(153).jpg,320,240,distributaryChannelFill,115,37,285,208
distributaryChannelFill(154).jpg,320,240,distributaryChannelFill,113,38,287,205
distributaryChannelFill(155).jpg,320,240,distributaryChannelFill,113,38,287,206
distributaryChannelFill(156).jpg,320,240,distributaryChannelFill,113,37,288,206
distributaryChannelFill(157).jpg,320,240,distributaryChannelFill,113,38,287,205
distributaryChannelFill(158).jpg,320,240,distributaryChannelFill,116,38,285,206
distributaryChannelFill(159).jpg,320,240,distributaryChannelFill,114,38,287,206
distributaryChannelFill(16).jpg,320,240,distributaryChannelFill,115,38,288,206
distributaryChannelFill(160).jpg,320,240,distributaryChannelFill,112,37,285,208
distributaryChannelFill(161).jpg,320,240,distributaryChannelFill,114,36,286,206
distributaryChannelFill(162).jpg,320,240,distributaryChannelFill,117,35,285,207
distributaryChannelFill(163).jpg,320,240,distributaryChannelFill,113,36,285,207
distributaryChannelFill(164).jpg,320,240,distributaryChannelFill,115,35,285,208
distributaryChannelFill(165).jpg,320,240,distributaryChannelFill,115,36,285,205
distributaryChannelFill(166).jpg,320,240,distributaryChannelFill,116,36,287,206
distributaryChannelFill(167).jpg,320,240,distributaryChannelFill,113,35,286,207
distributaryChannelFill(168).jpg,320,240,distributaryChannelFill,118,37,285,206
distributaryChannelFill(169).jpg,320,240,distributaryChannelFill,116,36,285,206
distributaryChannelFill(17).jpg,320,240,distributaryChannelFill,115,39,288,204
distributaryChannelFill(170).jpg,320,240,distributaryChannelFill,114,38,284,206
distributaryChannelFill(171).jpg,320,240,distributaryChannelFill,116,37,288,206
distributaryChannelFill(172).jpg,320,240,distributaryChannelFill,119,35,285,206
distributaryChannelFill(173).jpg,320,240,distributaryChannelFill,116,35,285,209
distributaryChannelFill(174).jpg,320,240,distributaryChannelFill,117,36,285,207
distributaryChannelFill(175).jpg,320,240,distributaryChannelFill,113,35,285,207
distributaryChannelFill(176).jpg,320,240,distributaryChannelFill,114,36,285,207
distributaryChannelFill(177).jpg,320,240,distributaryChannelFill,114,36,285,206
distributaryChannelFill(178).jpg,320,240,distributaryChannelFill,116,36,286,209
distributaryChannelFill(179).jpg,320,240,distributaryChannelFill,117,36,284,207
distributaryChannelFill(18).jpg,320,240,distributaryChannelFill,116,39,287,206
distributaryChannelFill(180).jpg,320,240,distributaryChannelFill,115,36,287,205
distributaryChannelFill(19).jpg,320,240,distributaryChannelFill,116,39,286,205
distributaryChannelFill(2).jpg,320,240,distributaryChannelFill,114,38,285,209
distributaryChannelFill(20).jpg,320,240,distributaryChannelFill,115,38,285,204
distributaryChannelFill(21).jpg,320,240,distributaryChannelFill,118,37,287,204
distributaryChannelFill(22).jpg,320,240,distributaryChannelFill,115,38,288,204
distributaryChannelFill(23).jpg,320,240,distributaryChannelFill,118,35,291,205
distributaryChannelFill(24).jpg,320,240,distributaryChannelFill,112,33,286,206
distributaryChannelFill(25).jpg,320,240,distributaryChannelFill,116,37,286,206
distributaryChannelFill(26).jpg,320,240,distributaryChannelFill,114,36,288,208
distributaryChannelFill(27).jpg,320,240,distributaryChannelFill,115,36,287,206
distributaryChannelFill(28).jpg,320,240,distributaryChannelFill,113,38,288,205
distributaryChannelFill(29).jpg,320,240,distributaryChannelFill,113,36,288,206
distributaryChannelFill(3).jpg,320,240,distributaryChannelFill,116,37,285,209
distributaryChannelFill(30).jpg,320,240,distributaryChannelFill,118,38,286,206
distributaryChannelFill(31).jpg,320,240,distributaryChannelFill,113,36,287,206
distributaryChannelFill(32).jpg,320,240,distributaryChannelFill,115,36,288,205
distributaryChannelFill(33).jpg,320,240,distributaryChannelFill,114,36,287,205
distributaryChannelFill(34).jpg,320,240,distributaryChannelFill,115,37,286,206
distributaryChannelFill(35).jpg,320,240,distributaryChannelFill,115,36,283,208
distributaryChannelFill(36).jpg,320,240,distributaryChannelFill,114,36,284,208
distributaryChannelFill(37).jpg,320,240,distributaryChannelFill,116,36,288,207
distributaryChannelFill(38).jpg,320,240,distributaryChannelFill,114,36,289,207
distributaryChannelFill(39).jpg,320,240,distributaryChannelFill,115,36,287,206
distributaryChannelFill(4).jpg,320,240,distributaryChannelFill,116,36,286,208
distributaryChannelFill(40).jpg,320,240,distributaryChannelFill,115,36,286,206
distributaryChannelFill(41).jpg,320,240,distributaryChannelFill,115,36,285,206
distributaryChannelFill(42).jpg,320,240,distributaryChannelFill,114,36,288,207
distributaryChannelFill(43).jpg,320,240,distributaryChannelFill,116,34,288,209
distributaryChannelFill(44).jpg,320,240,distributaryChannelFill,114,36,289,205
distributaryChannelFill(45).jpg,320,240,distributaryChannelFill,117,35,288,208
distributaryChannelFill(46).jpg,320,240,distributaryChannelFill,115,36,289,207
distributaryChannelFill(47).jpg,320,240,distributaryChannelFill,113,37,284,207
distributaryChannelFill(48).jpg,320,240,distributaryChannelFill,114,35,288,206
distributaryChannelFill(49).jpg,320,240,distributaryChannelFill,115,36,284,207
distributaryChannelFill(5).jpg,320,240,distributaryChannelFill,117,34,286,208
distributaryChannelFill(50).jpg,320,240,distributaryChannelFill,114,35,287,207
distributaryChannelFill(51).jpg,320,240,distributaryChannelFill,115,36,283,207
distributaryChannelFill(52).jpg,320,240,distributaryChannelFill,114,36,286,207
distributaryChannelFill(53).jpg,320,240,distributaryChannelFill,116,35,287,206
distributaryChannelFill(54).jpg,320,240,distributaryChannelFill,113,36,286,206
distributaryChannelFill(55).jpg,320,240,distributaryChannelFill,115,37,285,206
distributaryChannelFill(56).jpg,320,240,distributaryChannelFill,114,35,287,209
distributaryChannelFill(57).jpg,320,240,distributaryChannelFill,115,35,287,208
distributaryChannelFill(58).jpg,320,240,distributaryChannelFill,114,35,285,208
distributaryChannelFill(59).jpg,320,240,distributaryChannelFill,117,36,286,209
distributaryChannelFill(6).jpg,320,240,distributaryChannelFill,113,36,287,208
distributaryChannelFill(60).jpg,320,240,distributaryChannelFill,114,35,285,210
distributaryChannelFill(61).jpg,320,240,distributaryChannelFill,117,34,287,208
distributaryChannelFill(62).jpg,320,240,distributaryChannelFill,116,37,285,210
distributaryChannelFill(63).jpg,320,240,distributaryChannelFill,117,35,284,209
distributaryChannelFill(64).jpg,320,240,distributaryChannelFill,115,34,287,207
distributaryChannelFill(65).jpg,320,240,distributaryChannelFill,115,36,285,207
distributaryChannelFill(66).jpg,320,240,distributaryChannelFill,114,35,285,209
distributaryChannelFill(67).jpg,320,240,distributaryChannelFill,116,35,287,208
distributaryChannelFill(68).jpg,320,240,distributaryChannelFill,116,35,284,208
distributaryChannelFill(69).jpg,320,240,distributaryChannelFill,115,36,287,207
distributaryChannelFill(7).jpg,320,240,distributaryChannelFill,114,36,288,206
distributaryChannelFill(70).jpg,320,240,distributaryChannelFill,115,35,289,207
distributaryChannelFill(71).jpg,320,240,distributaryChannelFill,116,35,288,210
distributaryChannelFill(72).jpg,320,240,distributaryChannelFill,114,36,287,208
distributaryChannelFill(73).jpg,320,240,distributaryChannelFill,118,37,285,209
distributaryChannelFill(74).jpg,320,240,distributaryChannelFill,118,35,286,209
distributaryChannelFill(75).jpg,320,240,distributaryChannelFill,118,35,285,208
distributaryChannelFill(76).jpg,320,240,distributaryChannelFill,114,35,284,208
distributaryChannelFill(77).jpg,320,240,distributaryChannelFill,114,36,285,208
distributaryChannelFill(78).jpg,320,240,distributaryChannelFill,114,36,285,208
distributaryChannelFill(79).jpg,320,240,distributaryChannelFill,115,35,285,211
distributaryChannelFill(8).jpg,320,240,distributaryChannelFill,115,36,287,206
distributaryChannelFill(80).jpg,320,240,distributaryChannelFill,113,35,283,207
distributaryChannelFill(81).jpg,320,240,distributaryChannelFill,115,36,286,209
distributaryChannelFill(82).jpg,320,240,distributaryChannelFill,116,37,287,207
distributaryChannelFill(83).jpg,320,240,distributaryChannelFill,116,35,285,207
distributaryChannelFill(84).jpg,320,240,distributaryChannelFill,114,37,284,207
distributaryChannelFill(85).jpg,320,240,distributaryChannelFill,115,36,283,206
distributaryChannelFill(86).jpg,320,240,distributaryChannelFill,116,37,287,207
distributaryChannelFill(87).jpg,320,240,distributaryChannelFill,112,36,284,207
distributaryChannelFill(88).jpg,320,240,distributaryChannelFill,117,36,285,208
distributaryChannelFill(89).jpg,320,240,distributaryChannelFill,116,37,286,206
distributaryChannelFill(9).jpg,320,240,distributaryChannelFill,118,35,285,205
distributaryChannelFill(90).jpg,320,240,distributaryChannelFill,116,36,286,207
distributaryChannelFill(91).jpg,320,240,distributaryChannelFill,114,35,285,209
distributaryChannelFill(92).jpg,320,240,distributaryChannelFill,117,38,284,208
distributaryChannelFill(93).jpg,320,240,distributaryChannelFill,116,36,284,208
distributaryChannelFill(94).jpg,320,240,distributaryChannelFill,118,37,284,208
distributaryChannelFill(95).jpg,320,240,distributaryChannelFill,114,36,285,207
distributaryChannelFill(96).jpg,320,240,distributaryChannelFill,114,36,284,209
distributaryChannelFill(97).jpg,320,240,distributaryChannelFill,112,37,284,206
distributaryChannelFill(98).jpg,320,240,distributaryChannelFill,112,37,283,207
distributaryChannelFill(99).jpg,320,240,distributaryChannelFill,113,37,283,206
floodPlain(1).jpg,320,240,floodPlain,155,34,285,209
floodPlain(10).jpg,320,240,floodPlain,156,35,285,209
floodPlain(100).jpg,320,240,floodPlain,158,35,285,210
floodPlain(101).jpg,320,240,floodPlain,155,35,285,209
floodPlain(102).jpg,320,240,floodPlain,155,35,283,208
floodPlain(103).jpg,320,240,floodPlain,158,36,284,208
floodPlain(104).jpg,320,240,floodPlain,159,35,285,207
floodPlain(105).jpg,320,240,floodPlain,155,37,283,208
floodPlain(106).jpg,320,240,floodPlain,157,36,284,208
floodPlain(107).jpg,320,240,floodPlain,153,36,284,208
floodPlain(108).jpg,320,240,floodPlain,162,35,284,207
floodPlain(109).jpg,320,240,floodPlain,156,35,284,208
floodPlain(11).jpg,320,240,floodPlain,155,35,284,208
floodPlain(110).jpg,320,240,floodPlain,156,36,284,208
floodPlain(111).jpg,320,240,floodPlain,159,35,285,208
floodPlain(112).jpg,320,240,floodPlain,159,36,285,208
floodPlain(113).jpg,320,240,floodPlain,155,35,285,209
floodPlain(114).jpg,320,240,floodPlain,154,35,284,208
floodPlain(115).jpg,320,240,floodPlain,157,36,285,209
floodPlain(116).jpg,320,240,floodPlain,156,35,284,207
floodPlain(117).jpg,320,240,floodPlain,156,35,285,208
floodPlain(118).jpg,320,240,floodPlain,155,36,285,208
floodPlain(119).jpg,320,240,floodPlain,160,35,284,208
floodPlain(12).jpg,320,240,floodPlain,155,34,284,208
floodPlain(120).jpg,320,240,floodPlain,156,36,284,208
floodPlain(121).jpg,320,240,floodPlain,157,34,284,207
floodPlain(122).jpg,320,240,floodPlain,155,36,284,209
floodPlain(123).jpg,320,240,floodPlain,158,36,284,208
floodPlain(124).jpg,320,240,floodPlain,158,36,284,209
floodPlain(125).jpg,320,240,floodPlain,155,36,284,208
floodPlain(126).jpg,320,240,floodPlain,155,34,285,209
floodPlain(127).jpg,320,240,floodPlain,154,35,285,207
floodPlain(128).jpg,320,240,floodPlain,151,34,285,210
floodPlain(129).jpg,320,240,floodPlain,159,37,284,207
floodPlain(13).jpg,320,240,floodPlain,160,35,284,207
floodPlain(130).jpg,320,240,floodPlain,157,35,286,208
floodPlain(131).jpg,320,240,floodPlain,152,35,286,210
floodPlain(132).jpg,320,240,floodPlain,162,34,285,208
floodPlain(133).jpg,320,240,floodPlain,153,34,285,208
floodPlain(134).jpg,320,240,floodPlain,153,35,284,207
floodPlain(135).jpg,320,240,floodPlain,156,34,285,209
floodPlain(136).jpg,320,240,floodPlain,149,35,284,209
floodPlain(137).jpg,320,240,floodPlain,154,35,284,208
floodPlain(138).jpg,320,240,floodPlain,158,36,286,209
floodPlain(139).jpg,320,240,floodPlain,159,36,284,209
floodPlain(14).jpg,320,240,floodPlain,156,35,283,207
floodPlain(140).jpg,320,240,floodPlain,157,36,285,208
floodPlain(141).jpg,320,240,floodPlain,157,35,284,209
floodPlain(142).jpg,320,240,floodPlain,159,37,285,207
floodPlain(143).jpg,320,240,floodPlain,152,36,284,208
floodPlain(144).jpg,320,240,floodPlain,157,37,284,209
floodPlain(145).jpg,320,240,floodPlain,160,36,285,209
floodPlain(146).jpg,320,240,floodPlain,152,35,285,208
floodPlain(147).jpg,320,240,floodPlain,164,35,286,208
floodPlain(148).jpg,320,240,floodPlain,163,36,283,208
floodPlain(149).jpg,320,240,floodPlain,161,36,285,209
floodPlain(15).jpg,320,240,floodPlain,157,34,285,209
floodPlain(150).jpg,320,240,floodPlain,156,35,284,208
floodPlain(151).jpg,320,240,floodPlain,156,34,285,208
floodPlain(152).jpg,320,240,floodPlain,158,34,287,208
floodPlain(153).jpg,320,240,floodPlain,159,36,286,209
floodPlain(154).jpg,320,240,floodPlain,162,36,285,209
floodPlain(155).jpg,320,240,floodPlain,161,35,284,208
floodPlain(156).jpg,320,240,floodPlain,151,37,285,208
floodPlain(157).jpg,320,240,floodPlain,158,33,285,208
floodPlain(158).jpg,320,240,floodPlain,157,34,285,207
floodPlain(159).jpg,320,240,floodPlain,152,34,284,208
floodPlain(16).jpg,320,240,floodPlain,156,35,284,209
floodPlain(160).jpg,320,240,floodPlain,157,35,284,209
floodPlain(161).jpg,320,240,floodPlain,153,36,285,208
floodPlain(162).jpg,320,240,floodPlain,152,35,284,207
floodPlain(163).jpg,320,240,floodPlain,152,34,283,208
floodPlain(164).jpg,320,240,floodPlain,155,35,283,207
floodPlain(165).jpg,320,240,floodPlain,152,34,284,207
floodPlain(166).jpg,320,240,floodPlain,151,35,285,209
floodPlain(167).jpg,320,240,floodPlain,158,35,284,208
floodPlain(168).jpg,320,240,floodPlain,152,35,283,208
floodPlain(169).jpg,320,240,floodPlain,156,36,285,208
floodPlain(17).jpg,320,240,floodPlain,158,34,285,209
floodPlain(170).jpg,320,240,floodPlain,158,36,285,207
floodPlain(171).jpg,320,240,floodPlain,156,35,285,208
floodPlain(172).jpg,320,240,floodPlain,152,35,284,208
floodPlain(173).jpg,320,240,floodPlain,151,36,285,209
floodPlain(174).jpg,320,240,floodPlain,154,35,283,209
floodPlain(175).jpg,320,240,floodPlain,156,36,284,208
floodPlain(176).jpg,320,240,floodPlain,158,35,284,207
floodPlain(177).jpg,320,240,floodPlain,155,36,285,208
floodPlain(178).jpg,320,240,floodPlain,157,35,284,210
floodPlain(179).jpg,320,240,floodPlain,155,32,286,209
floodPlain(18).jpg,320,240,floodPlain,156,34,285,208
floodPlain(180).jpg,320,240,floodPlain,150,34,285,208
floodPlain(19).jpg,320,240,floodPlain,156,33,285,209
floodPlain(2).jpg,320,240,floodPlain,160,36,284,209
floodPlain(20).jpg,320,240,floodPlain,152,34,284,209
floodPlain(21).jpg,320,240,floodPlain,157,34,285,208
floodPlain(22).jpg,320,240,floodPlain,152,34,284,210
floodPlain(23).jpg,320,240,floodPlain,156,36,284,209
floodPlain(24).jpg,320,240,floodPlain,156,34,285,209
floodPlain(25).jpg,320,240,floodPlain,157,35,286,208
floodPlain(26).jpg,320,240,floodPlain,152,36,284,209
floodPlain(27).jpg,320,240,floodPlain,159,34,285,209
floodPlain(28).jpg,320,240,floodPlain,158,35,284,208
floodPlain(29).jpg,320,240,floodPlain,155,35,283,208
floodPlain(3).jpg,320,240,floodPlain,154,35,282,209
floodPlain(30).jpg,320,240,floodPlain,151,36,285,208
floodPlain(31).jpg,320,240,floodPlain,152,35,284,208
floodPlain(32).jpg,320,240,floodPlain,157,35,284,209
floodPlain(33).jpg,320,240,floodPlain,155,35,284,207
floodPlain(34).jpg,320,240,floodPlain,152,35,284,208
floodPlain(35).jpg,320,240,floodPlain,153,36,284,208
floodPlain(36).jpg,320,240,floodPlain,155,34,283,208
floodPlain(37).jpg,320,240,floodPlain,154,35,285,209
floodPlain(38).jpg,320,240,floodPlain,157,36,284,208
floodPlain(39).jpg,320,240,floodPlain,156,35,284,207
floodPlain(4).jpg,320,240,floodPlain,159,34,284,209
floodPlain(40).jpg,320,240,floodPlain,151,36,283,208
floodPlain(41).jpg,320,240,floodPlain,152,35,284,208
floodPlain(42).jpg,320,240,floodPlain,155,35,284,207
floodPlain(43).jpg,320,240,floodPlain,158,35,284,208
floodPlain(44).jpg,320,240,floodPlain,161,35,284,207
floodPlain(45).jpg,320,240,floodPlain,156,35,285,208
floodPlain(46).jpg,320,240,floodPlain,158,35,285,208
floodPlain(47).jpg,320,240,floodPlain,157,35,284,208
floodPlain(48).jpg,320,240,floodPlain,159,35,284,209
floodPlain(49).jpg,320,240,floodPlain,158,36,284,208
floodPlain(5).jpg,320,240,floodPlain,155,35,285,209
floodPlain(50).jpg,320,240,floodPlain,152,36,284,208
floodPlain(51).jpg,320,240,floodPlain,164,35,284,208
floodPlain(52).jpg,320,240,floodPlain,157,33,283,208
floodPlain(53).jpg,320,240,floodPlain,155,36,284,208
floodPlain(54).jpg,320,240,floodPlain,157,35,284,208
floodPlain(55).jpg,320,240,floodPlain,156,34,284,208
floodPlain(56).jpg,320,240,floodPlain,152,35,285,210
floodPlain(57).jpg,320,240,floodPlain,159,35,285,208
floodPlain(58).jpg,320,240,floodPlain,156,35,283,209
floodPlain(59).jpg,320,240,floodPlain,155,35,284,209
floodPlain(6).jpg,320,240,floodPlain,158,33,285,208
floodPlain(60).jpg,320,240,floodPlain,156,36,285,208
floodPlain(61).jpg,320,240,floodPlain,156,35,286,208
floodPlain(62).jpg,320,240,floodPlain,158,35,283,208
floodPlain(63).jpg,320,240,floodPlain,155,35,283,207
floodPlain(64).jpg,320,240,floodPlain,153,35,284,208
floodPlain(65).jpg,320,240,floodPlain,157,34,283,209
floodPlain(66).jpg,320,240,floodPlain,155,35,283,209
floodPlain(67).jpg,320,240,floodPlain,158,35,284,208
floodPlain(68).jpg,320,240,floodPlain,158,35,284,208
floodPlain(69).jpg,320,240,floodPlain,153,34,284,208
floodPlain(7).jpg,320,240,floodPlain,153,34,283,209
floodPlain(70).jpg,320,240,floodPlain,157,35,284,208
floodPlain(71).jpg,320,240,floodPlain,156,35,284,207
floodPlain(72).jpg,320,240,floodPlain,164,36,284,208
floodPlain(73).jpg,320,240,floodPlain,162,36,284,207
floodPlain(74).jpg,320,240,floodPlain,159,35,284,207
floodPlain(75).jpg,320,240,floodPlain,155,36,284,209
floodPlain(76).jpg,320,240,floodPlain,158,36,285,210
floodPlain(77).jpg,320,240,floodPlain,159,34,284,208
floodPlain(78).jpg,320,240,floodPlain,156,35,284,207
floodPlain(79).jpg,320,240,floodPlain,150,35,283,209
floodPlain(8).jpg,320,240,floodPlain,154,34,283,208
floodPlain(80).jpg,320,240,floodPlain,155,34,284,209
floodPlain(81).jpg,320,240,floodPlain,157,34,284,207
floodPlain(82).jpg,320,240,floodPlain,156,34,283,208
floodPlain(83).jpg,320,240,floodPlain,159,35,285,208
floodPlain(84).jpg,320,240,floodPlain,154,35,284,208
floodPlain(85).jpg,320,240,floodPlain,154,35,285,208
floodPlain(86).jpg,320,240,floodPlain,156,36,284,208
floodPlain(87).jpg,320,240,floodPlain,157,35,285,207
floodPlain(88).jpg,320,240,floodPlain,157,35,283,209
floodPlain(89).jpg,320,240,floodPlain,159,35,284,208
floodPlain(9).jpg,320,240,floodPlain,152,34,284,209
floodPlain(90).jpg,320,240,floodPlain,159,34,283,207
floodPlain(91).jpg,320,240,floodPlain,157,35,284,208
floodPlain(92).jpg,320,240,floodPlain,157,36,284,208
floodPlain(93).jpg,320,240,floodPlain,161,34,284,209
floodPlain(94).jpg,320,240,floodPlain,155,35,284,207
floodPlain(95).jpg,320,240,floodPlain,154,35,283,208
floodPlain(96).jpg,320,240,floodPlain,161,34,284,208
floodPlain(97).jpg,320,240,floodPlain,155,36,283,208
floodPlain(98).jpg,320,240,floodPlain,155,35,284,207
floodPlain(99).jpg,320,240,floodPlain,154,34,284,208
floodSwamp(1).jpg,320,240,floodSwamp,121,34,285,208
floodSwamp(10).jpg,320,240,floodSwamp,127,37,285,207
floodSwamp(100).jpg,320,240,floodSwamp,123,37,283,207
floodSwamp(101).jpg,320,240,floodSwamp,130,35,283,208
floodSwamp(102).jpg,320,240,floodSwamp,122,36,282,207
floodSwamp(103).jpg,320,240,floodSwamp,129,35,284,206
floodSwamp(104).jpg,320,240,floodSwamp,123,37,284,207
floodSwamp(105).jpg,320,240,floodSwamp,126,35,283,206
floodSwamp(106).jpg,320,240,floodSwamp,124,35,283,207
floodSwamp(107).jpg,320,240,floodSwamp,124,35,284,208
floodSwamp(108).jpg,320,240,floodSwamp,128,35,285,208
floodSwamp(109).jpg,320,240,floodSwamp,122,35,284,206
floodSwamp(11).jpg,320,240,floodSwamp,124,37,285,206
floodSwamp(110).jpg,320,240,floodSwamp,123,37,283,209
floodSwamp(111).jpg,320,240,floodSwamp,126,35,284,208
floodSwamp(112).jpg,320,240,floodSwamp,125,35,283,208
floodSwamp(113).jpg,320,240,floodSwamp,119,36,283,207
floodSwamp(114).jpg,320,240,floodSwamp,128,36,283,208
floodSwamp(115).jpg,320,240,floodSwamp,123,38,283,207
floodSwamp(116).jpg,320,240,floodSwamp,128,35,284,207
floodSwamp(117).jpg,320,240,floodSwamp,129,38,285,208
floodSwamp(118).jpg,320,240,floodSwamp,126,35,283,208
floodSwamp(119).jpg,320,240,floodSwamp,122,36,283,208
floodSwamp(12).jpg,320,240,floodSwamp,125,35,283,204
floodSwamp(120).jpg,320,240,floodSwamp,128,38,283,208
floodSwamp(121).jpg,320,240,floodSwamp,129,36,285,207
floodSwamp(122).jpg,320,240,floodSwamp,127,36,284,206
floodSwamp(123).jpg,320,240,floodSwamp,127,36,283,208
floodSwamp(124).jpg,320,240,floodSwamp,128,36,283,208
floodSwamp(125).jpg,320,240,floodSwamp,127,39,282,205
floodSwamp(126).jpg,320,240,floodSwamp,126,39,285,205
